id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
3615,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3616,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3617,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ? (v108),Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3618,"Dans MLD, comment représenter un attribut multivalué ? (v108)",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3619,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3620,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3621,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3622,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3623,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ? (v111),Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3624,"Dans MLD, comment représenter un attribut multivalué ? (v111)",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3625,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3626,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3627,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3628,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3629,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ? (v114),Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3630,"Dans MLD, comment représenter un attribut multivalué ? (v114)",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3631,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3632,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3633,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3634,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3635,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ? (v117),Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3636,"Dans MLD, comment représenter un attribut multivalué ? (v117)",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3637,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3638,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3639,Quel type de relation apparaît souvent pour modéliser 'étudiant - cours' (un étudiant suit plusieurs cours) ?,Relation N-N via table d'association,1-1,Attribut multi-valué,Relation ternaire,A,Étudiant-cours est généralement N-N.,Merise - Avancé,Moyen
3640,"Dans MLD, comment représenter un attribut multivalué ?",Créer une table séparée,Laisser dans la même table,Utiliser un trigger,Utiliser une procédure stockée,A,Multivalué -> table séparée pour normaliser.,Merise - BD,Moyen
3641,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v0),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3642,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v0),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3643,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3644,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3645,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3646,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3647,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3648,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3649,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3650,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3651,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v5),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3652,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v5),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3653,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3654,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3655,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3656,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3657,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3658,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3659,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3660,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3661,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v10),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3662,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v10),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3663,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3664,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3665,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3666,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3667,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3668,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3669,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3670,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3671,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v15),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3672,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v15),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3673,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3674,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3675,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3676,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3677,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3678,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3679,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3680,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3681,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v20),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3682,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v20),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3683,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3684,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3685,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3686,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3687,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3688,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3689,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3690,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3691,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v25),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3692,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v25),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3693,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3694,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3695,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3696,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3697,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3698,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3699,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3700,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3701,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v30),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3702,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v30),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3703,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3704,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3705,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3706,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3707,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3708,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3709,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3710,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3711,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v35),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3712,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v35),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3713,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3714,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3715,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3716,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3717,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3718,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3719,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3720,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3721,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v40),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3722,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v40),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3723,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3724,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3725,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3726,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3727,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3728,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3729,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3730,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3731,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v45),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3732,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v45),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3733,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3734,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3735,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3736,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3737,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3738,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
